Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Research Council ,Excellence for Research in Australia,,,"7,665","4,802",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Skills Quality Authority,,,,"37,079","38,041",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Clean Energy Regulator,,,,"2,550,319","3,806,719",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Climate Change Authority,,,,"6,170","8,707",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Commonwealth Scientific and Industrial Research Organisation ,,,,"1,265,121","1,300,010",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",IP Australia ,,,,"169,957","178,570",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education Quality and Budget Statements Standards Agency,,,,"18,645","20,363",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
Department of Veteran Affairs,Income Support and Compensation,Veterans' Income Support and Allowances,,,"2,895,023","2,888,428",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Veterans' Disability Support,,,"1,574,267","1,589,178",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Assistance to Defence Widow/ers and Dependants,,,"1,854,483","1,860,148",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Assistance and Other Compensation for Veterans and Dependants,,,"88,482","84,521",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Veterans' Children Education Scheme,,,"18,908","18,823",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Military Rehabilitation and Compensation Acts Payments ,,,"318,276","321,309",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision,,,"210,700","164,500",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,General Medical Consultations and Services,,,"953,050","941,459",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Hospital Services,,,"1,708,270","1,675,919",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Pharmaceuticals Benefits,,,"450,476","416,552",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Community Care and Support,,,"1,631,694","1,723,970",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Counselling and Other Health Services,,,"635,164","667,794",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Military Rehabilitation and Compensation Acts,,,"82,165","85,539",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision,,,"62,100","48,200",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Acknowledgment and Comemoration,War Graves and Commemorations,,,"50,100","82,385",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Acknowledgment and Comemoration,Gallipoli-related Activities,,,"4,665","4,789",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Australian War Memorial,,,,"55,444","67,928",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Support for the Child Care System,Child Care Services Support,,"393,922","343,632",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Support for the Child Care System,Jobs Education and Training Child Care Fee Assistance  (JETCCFA),,"110,900","82,941",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Child Care Fee Assistance,Child Care Benefit,,"2,529,842","2,636,064",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Child Care Fee Assistance,Child Care Rebate,,"2,131,165","2,412,170",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Early Childhood Education,Early Childhood Education - Universal Access,,"3,000","3,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Government Schools National Support,,,0,"2,432,752",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Non-Government Schools National Support,Schools Assistance Act 2008,,"7,965,080","4,378,398",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Non-Government Schools National Support,Australian Education Act 2013,,0,"4,391,031",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Non-Government Schools National Support,ndigenous Education (Targeted Assistance) Act,,"130,297","77,304",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Teach Next,,838,"1,903",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Trade Cadetship,,"3,600","3,900",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Online Diagnostic Tools,,"10,238","9,734",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Australian Baccalaureate,,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Indigenous Ranger Cadetships,,"1,325","3,825",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Asian Languages in Schools,,461,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Grants and Awards,,"3,847","3,901",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National School Chaplaincy Program,,"74,000","74,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Helping Children with Autism,,"5,434","5,540",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Quality Outcomes,,"50,570","41,846",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Framework for Open Learning,,"2,584","3,212",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Plan for School Improvement,,"17,650","9,655",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Creative Young Stars,,0,"3,825",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Review of School Funding,,"4,793",557,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,NBN Enabled Education,,"7,875","8,045",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Maths and Science Participation,,"3,100","4,650",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Indigenous Education,,"40,822","30,887",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,ABC Digital Education,,"1,287","1,287",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Trade Training Centres (Non-Government),,,"51,887","31,138",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Digital Education,Digtal Education Revolution Project Pool,,"6,000","4,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Digital Education,Digital Education Revolution (Non-Government),,"74,000",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Smarter Schools: Improving Teacher Quality National Partnership,Teacher Quality,,"17,787","1,179",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,More Support for Students with Disabilities,Students with Disabilities (COPE),,554,"5,001",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,More Support for Students with Disabilities,Students with Disabilities (Non-Government),,"17,066","19,871",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,Youth Attainment and Transitions National Partnership,,"114,360","120,195",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,Youth Engagement,,"11,418","7,129",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,National Youth Affairs Research Component,,240,240,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,ABSTUDY - Secondary,,"139,803","135,475",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,ABSTUDY - Tertiary,,"84,044","86,961",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,Assistance for Isolated Children,,"64,969","71,589",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,Superannuation payments for ATAS,,5,5,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,National Action Plan on Literacy and Numeracy,,,"1,141",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Empowering Local Schools,Empowering Local Schools,,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Empowering Local Schools,Empowering Local Schools (Non-Government),,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Rewards for School Improvement,Rewards for School Improvement,,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Rewards for School Improvement,Rewards for School Improvement (Non-Government),,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,National Rewards for Great Teachers,National Rewards for Great Teachers,,"1,759",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Job Services Australia,,"1,276,830","1,346,535",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Pacific Seasonal Workers Program,,"1,148",931,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Productivity Education and Training Fund,,"10,000",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,"Regional Education, Skills and Jobs Plans",,442,442,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Mature Age Employment,,"6,063","10,864",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Productive Ageing Package,,"4,319","3,033",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Indigenous Employment,Indigenous Employment Program,,"172,576","154,006",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Disability Employment Services,Disability Employment Services,,"750,397","741,367",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Disability Employment Services,Employment Assistance and Other Services,,"37,963","35,597",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Remote Jobs and Communities Program,Remote Participation and Employment Services,,168,"206,642",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Remote Jobs and Communities Program,Remote Youth Leadership and Development Corp,,0,"7,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Compensation and Debt Relief,,198,198,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Mobility Allowance,,"147,590","150,976",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,New start Allowance,,"7,609,410","8,385,421",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Parenting Payment Single,,"4,488,882","4,245,923",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Parenting Payment Partnered,,"1,004,203","981,491",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Partner Allowance Benefit,,"12,432","5,949",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Partner Allowance Pension,,"118,428","68,675",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Pensioner Education Supplement,,"81,735","80,537",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Sickness Allowance,,"97,925","99,524",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Utilities Allowance,,"18,274","18,785",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Widow Allowance,,"373,450","351,992",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Youth Allowance (Other),,"836,478","1,074,627",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,General Employee Entitlements and Redundancy Scheme,,"248,399","12,887",General Employee Entitlements and Redundancy Scheme safety net payment scheme established to assist employees who have lost their employment due to the liquidation or bankruptcy of their employer and who are owed certain employee entitlements.,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,Coal Mining Industry Commission,,"169,326","172,618",Coal Mining Industry (Long Service Leave) Administration Act 1992 financing arrangements under this Act the cost of portable long service leave entitlements is managed through a central fund administered by the Coal Mining Industry (Long Service Leave Funding) Corporation. Monthly levy collection transfers are made from the consolidated revenue fund to the central fund.,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,Fair Entitlements Guarantee Act 2012,,"55,633","192,430",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Protected Action Ballots Scheme,,"1,600","1,600",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,International Labour Organisation Subscription,,"8,323","8,313",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Centre for Workplace Leadership,,"1,660","3,564",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Award Modernisation,,"1,000","3,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Social and Community Workers Education and Information Program,,800,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Comcare payments,,"6,279","6,291",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Asbestos Compensation Payments,,"20,428","23,957",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Workers Compensation Payments,,"45,573","42,355",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Curriculum,,,"12,503","10,597",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_acara.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Data Collection and Reporting,,,"6,660","6,672",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_acara.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Assessment,,,"20,684","17,702",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_acara.pdf
"Education, Employment & Workplace Relations",Australian Institute for Teaching and School Leadership,Assistance for quality teaching and learning,,,"15,249","14,835","Enhance the quality of teaching and leadership through developing standards, recognising teacher excellence, providing professional development opportunities, and supporting the teacher profession",DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_aitsl.pdf
"Education, Employment & Workplace Relations",Comcare,"Promoting worker health, wellbeing and resilience in federal workplaces",,,"24,210","24,623",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,SRC Act Regulation,,"12,142","14,101",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Management of Premium Claims,,"358,977","367,106",Payment of claims is funded from premium revenue paid to Comcare,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Management of Pre Premium Grants from Portfolio Agencies,,"14,273","10,654",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Provide support to the Seafarers Safety Rehabilitation and Compensation Authority,,"1,365","1,432",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Access to compensation for people with asbestos-related diseases where the Commonwealth has a liability through management of claims.,,,"37,536","30,672",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
